Konten,cleaned_text,tokens,stemmed_tokens,stemmed_text
Berita Kualitas Udara Jakarta - Ini membantu perekonomian lokal sekaligus meminimalisasi emisi karbon dari proses transportasi.,berita kualitas udara jakarta  membantu perekonomian lokal sekaligus meminimalisasi emisi karbon dari proses transportasi,"['berita', 'kualitas', 'udara', 'jakarta', 'membantu', 'perekonomian', 'lokal', 'meminimalisasi', 'emisi', 'karbon', 'proses', 'transportasi']","['berita', 'kualitas', 'udara', 'jakarta', 'bantu', 'ekonomi', 'lokal', 'minimal', 'emisi', 'karbon', 'proses', 'transportasi']",berita kualitas udara jakarta bantu ekonomi lokal minimal emisi karbon proses transportasi
". kualitas udara di Ibu Kota. Kepala Dinas Lingkungan Hidup (DLH) DKI Jakarta Asep Kuswanto menuturkan, gerakan berjalan kaki 7.500 per ...",kualitas udara  ibu kota kepala dinas lingkungan hidup dlh dki jakarta asep kuswanto menuturkan gerakan berjalan kaki per,"['kualitas', 'udara', 'kota', 'kepala', 'dinas', 'lingkungan', 'hidup', 'dlh', 'dki', 'jakarta', 'asep', 'kuswanto', 'gerakan', 'berjalan', 'kaki']","['kualitas', 'udara', 'kota', 'kepala', 'dinas', 'lingkung', 'hidup', 'dlh', 'dki', 'jakarta', 'asep', 'kuswanto', 'gera', 'jalan', 'kaki']",kualitas udara kota kepala dinas lingkung hidup dlh dki jakarta asep kuswanto gera jalan kaki
Pemprov DKI akan menambah empat unit Stasiun Pemantau Kualitas Udara pada tahun ini guna mempercepat upaya penanganan polusi.,pemprov dki akan menambah empat unit stasiun pemantau kualitas udara pada tahun  guna mempercepat upaya penanganan polusi,"['pemprov', 'dki', 'menambah', 'unit', 'stasiun', 'pemantau', 'kualitas', 'udara', 'mempercepat', 'upaya', 'penanganan', 'polusi']","['pemprov', 'dki', 'tambah', 'unit', 'stasiun', 'pantau', 'kualitas', 'udara', 'cepat', 'upaya', 'tangan', 'polusi']",pemprov dki tambah unit stasiun pantau kualitas udara cepat upaya tangan polusi
". Dinas LH DKI Bakal Tambah 9 Stasiun Pemantau Kualitas Udara pada 2024 · 5 Manfaat Makan Kuaci, Salah Satunya Bisa Tingkatkan Kesehatan Jantung.",dinas lh dki bakal tambah stasiun pemantau kualitas udara pada · manfaat makan kuaci salah satunya bisa tingkatkan kesehatan jantung,"['dinas', 'lh', 'dki', 'stasiun', 'pemantau', 'kualitas', 'udara', '·', 'manfaat', 'makan', 'kuaci', 'salah', 'satunya', 'tingkatkan', 'kesehatan', 'jantung']","['dinas', 'lh', 'dki', 'stasiun', 'pantau', 'kualitas', 'udara', '', 'manfaat', 'makan', 'kuaci', 'salah', 'satu', 'tingkat', 'sehat', 'jantung']",dinas lh dki stasiun pantau kualitas udara  manfaat makan kuaci salah satu tingkat sehat jantung
"Di Eropa, Islandia memiliki udara terbersih, dengan 4µg/m3. Kemudian diikuti oleh Estonia dengan 4,7µg/m3, lalu Finlandia dengan 4,9µg/m3.",eropa islandia memiliki udara terbersih dengan µgm kemudian diikuti oleh estonia dengan µgm lalu finlandia dengan µgm,"['eropa', 'islandia', 'memiliki', 'udara', 'terbersih', 'µgm', 'diikuti', 'estonia', 'µgm', 'finlandia', 'µgm']","['eropa', 'islandia', 'milik', 'udara', 'bersih', 'gm', 'ikut', 'estonia', 'gm', 'finlandia', 'gm']",eropa islandia milik udara bersih gm ikut estonia gm finlandia gm
“Aplikasi berbasis website ini merupakan bentuk dukungan Kemenperin melalui BBSPJPPI kepada masyarakat industri dalam upaya meningkatkan ...,aplikasi berbasis website  merupakan bentuk dukungan kemenperin melalui bbspjppi kepada masyarakat industri dalam upaya meningkatkan,"['aplikasi', 'berbasis', 'website', 'bentuk', 'dukungan', 'kemenperin', 'bbspjppi', 'masyarakat', 'industri', 'upaya', 'meningkatkan']","['aplikasi', 'bas', 'website', 'bentuk', 'dukung', 'kemenperin', 'bbspjppi', 'masyarakat', 'industri', 'upaya', 'tingkat']",aplikasi bas website bentuk dukung kemenperin bbspjppi masyarakat industri upaya tingkat
Akhirnya bebas olahraga outdoor di weekend Kualitas udara Jabodetabek cukup baik dikarenakan hujan dan angin semalam. Wilayah lainnya bisa langsung cek aplikasi nafas,akhirnya bebas olahraga outdoor  weekend kualitas udara jabodetabek cukup baik dikarenakan hujan  angin semalam wilayah lainnya bisa langsung cek aplikasi nafas,"['bebas', 'olahraga', 'outdoor', 'weekend', 'kualitas', 'udara', 'jabodetabek', 'hujan', 'angin', 'semalam', 'wilayah', 'langsung', 'cek', 'aplikasi', 'nafas']","['bebas', 'olahraga', 'outdoor', 'weekend', 'kualitas', 'udara', 'jabodetabek', 'hujan', 'angin', 'malam', 'wilayah', 'langsung', 'cek', 'aplikasi', 'nafas']",bebas olahraga outdoor weekend kualitas udara jabodetabek hujan angin malam wilayah langsung cek aplikasi nafas
Tanding bola gak penting Yang penting kualitas udara baguuuuus banget. Data dari ,tanding bola gak penting  penting kualitas udara baguuuuus banget data dari,"['tanding', 'bola', 'gak', 'kualitas', 'udara', 'baguuuuus', 'banget', 'data']","['tanding', 'bola', 'gak', 'kualitas', 'udara', 'baguuuuus', 'banget', 'data']",tanding bola gak kualitas udara baguuuuus banget data
Mau cerita upaya sehat kecil-kecilan. Tadi pagi jalan kaki di GBK. Kalau dirutinkan sebulan 1x eh ya ndak sebulan 1x sih beberapa hari 1x gitu bermangpaat lho ini. Tapi di sisi lain perlu perhatikan juga kualitas udara yg piye ya. Upaya sehat kecil-kecilanmu apa? ,mau cerita upaya sehat kecilkecilan tadi pagi jalan kaki  gbk kalau dirutinkan sebulan x eh ya ndak sebulan x sih beberapa hari x gitu bermangpaat lho  tapi  sisi lain perlu perhatikan juga kualitas udara  piye ya upaya sehat kecilkecilanmu apa,"['cerita', 'upaya', 'sehat', 'kecilkecilan', 'pagi', 'jalan', 'kaki', 'gbk', 'dirutinkan', 'sebulan', 'x', 'eh', 'ya', 'ndak', 'sebulan', 'x', 'sih', 'x', 'gitu', 'bermangpaat', 'lho', 'sisi', 'perhatikan', 'kualitas', 'udara', 'piye', 'ya', 'upaya', 'sehat', 'kecilkecilanmu']","['cerita', 'upaya', 'sehat', 'kecilkecilan', 'pagi', 'jalan', 'kaki', 'gbk', 'rutin', 'bulan', 'x', 'eh', 'ya', 'ndak', 'bulan', 'x', 'sih', 'x', 'gitu', 'bermangpaat', 'lho', 'sisi', 'perhati', 'kualitas', 'udara', 'piye', 'ya', 'upaya', 'sehat', 'kecilkecilanmu']",cerita upaya sehat kecilkecilan pagi jalan kaki gbk rutin bulan x eh ya ndak bulan x sih x gitu bermangpaat lho sisi perhati kualitas udara piye ya upaya sehat kecilkecilanmu
Kebakaran hebat di hutan Kanada bikin sekitar 75 juta orang hidup dalam peringatan kualitas udara yang buruk. Bahkan imbas kebakaran hutan kepulan asapnya sampai menyelimuti sejumlah wilayah di AS hingga Norwegia. ,kebakaran hebat  hutan kanada bikin sekitar juta orang hidup dalam peringatan kualitas udara  buruk bahkan imbas kebakaran hutan kepulan asapnya sampai menyelimuti sejumlah wilayah  as hingga norwegia,"['kebakaran', 'hebat', 'hutan', 'kanada', 'bikin', 'juta', 'orang', 'hidup', 'peringatan', 'kualitas', 'udara', 'buruk', 'imbas', 'kebakaran', 'hutan', 'kepulan', 'asapnya', 'menyelimuti', 'wilayah', 'as', 'norwegia']","['bakar', 'hebat', 'hutan', 'kanada', 'bikin', 'juta', 'orang', 'hidup', 'ingat', 'kualitas', 'udara', 'buruk', 'imbas', 'bakar', 'hutan', 'kepul', 'asap', 'limut', 'wilayah', 'as', 'norwegia']",bakar hebat hutan kanada bikin juta orang hidup ingat kualitas udara buruk imbas bakar hutan kepul asap limut wilayah as norwegia
Memulai minggu dengan Lagi lagi kualitas udara buruk Waspada paparan polusi tinggi jaga kesehatan rutin pantau kualitas udara di aplikasi nafas ya! ,memulai minggu dengan lagi lagi kualitas udara buruk waspada paparan polusi tinggi jaga kesehatan rutin pantau kualitas udara  aplikasi nafas ya,"['minggu', 'kualitas', 'udara', 'buruk', 'waspada', 'paparan', 'polusi', 'jaga', 'kesehatan', 'rutin', 'pantau', 'kualitas', 'udara', 'aplikasi', 'nafas', 'ya']","['minggu', 'kualitas', 'udara', 'buruk', 'waspada', 'papar', 'polusi', 'jaga', 'sehat', 'rutin', 'pantau', 'kualitas', 'udara', 'aplikasi', 'nafas', 'ya']",minggu kualitas udara buruk waspada papar polusi jaga sehat rutin pantau kualitas udara aplikasi nafas ya
Kekhawatiran negara tetangga kita tuh bukan tanpa sebab ygy. Soalnya kabut asap di beberapa wilayah di Sumatra,kekhawatiran negara tetangga kita tuh bukan tanpa sebab ygy soalnya kabut asap  beberapa wilayah  sumatra,"['kekhawatiran', 'negara', 'tetangga', 'tuh', 'ygy', 'kabut', 'asap', 'wilayah', 'sumatra']","['khawatir', 'negara', 'tetangga', 'tuh', 'ygy', 'kabut', 'asap', 'wilayah', 'sumatra']",khawatir negara tetangga tuh ygy kabut asap wilayah sumatra
Pagi tadi hingga pukul 09.10 WIB kualitas udara Jakarta berada di AQI 170 dan kadar PM2.5 mencapai 82 g/m3. Ini menjadikan Jakarta kota terpolusi kedua di dunia,pagi tadi hingga pukul wib kualitas udara jakarta berada  aqi  kadar pm mencapai gm  menjadikan jakarta kota terpolusi kedua  dunia,"['pagi', 'wib', 'kualitas', 'udara', 'jakarta', 'aqi', 'kadar', 'pm', 'mencapai', 'gm', 'menjadikan', 'jakarta', 'kota', 'terpolusi', 'dunia']","['pagi', 'wib', 'kualitas', 'udara', 'jakarta', 'aqi', 'kadar', 'pm', 'capai', 'gm', 'jadi', 'jakarta', 'kota', 'polusi', 'dunia']",pagi wib kualitas udara jakarta aqi kadar pm capai gm jadi jakarta kota polusi dunia
Bandung juga berpolusi Pakai masker Batasi ruang gerak outdoor Rutin cek kualitas udara di app nafas,bandung juga berpolusi pakai masker batasi ruang gerak outdoor rutin cek kualitas udara  app nafas,"['bandung', 'berpolusi', 'pakai', 'masker', 'batasi', 'ruang', 'gerak', 'outdoor', 'rutin', 'cek', 'kualitas', 'udara', 'app', 'nafas']","['bandung', 'polusi', 'pakai', 'masker', 'batas', 'ruang', 'gerak', 'outdoor', 'rutin', 'cek', 'kualitas', 'udara', 'app', 'nafas']",bandung polusi pakai masker batas ruang gerak outdoor rutin cek kualitas udara app nafas
Beragam warna PM2.5 pagi ini Walau begitu kualitas udara Jabodetabek pagi ini Masih dalam kategori TIDAK SEHAT! Waspada jangan sampai sakit akibat paparan polusi tinggi. Rutin pantau kualitas udara pakai aplikasi nafas,beragam warna pm pagi  walau begitu kualitas udara jabodetabek pagi  masih dalam kategori tidak sehat waspada jangan sampai sakit akibat paparan polusi tinggi rutin pantau kualitas udara pakai aplikasi nafas,"['beragam', 'warna', 'pm', 'pagi', 'kualitas', 'udara', 'jabodetabek', 'pagi', 'kategori', 'sehat', 'waspada', 'sakit', 'akibat', 'paparan', 'polusi', 'rutin', 'pantau', 'kualitas', 'udara', 'pakai', 'aplikasi', 'nafas']","['agam', 'warna', 'pm', 'pagi', 'kualitas', 'udara', 'jabodetabek', 'pagi', 'kategori', 'sehat', 'waspada', 'sakit', 'akibat', 'papar', 'polusi', 'rutin', 'pantau', 'kualitas', 'udara', 'pakai', 'aplikasi', 'nafas']",agam warna pm pagi kualitas udara jabodetabek pagi kategori sehat waspada sakit akibat papar polusi rutin pantau kualitas udara pakai aplikasi nafas
#Foto Duh! Kualitas udara Jakarta kemarin mencapai AQI 170.Hal ini menjadikan Jakarta kota terpolusi kedua di dunia. Yuk jaga kesehatan dan tetap pakai masker ya detikers,foto duh kualitas udara jakarta kemarin mencapai aqi hal  menjadikan jakarta kota terpolusi kedua  dunia yuk jaga kesehatan  tetap pakai masker ya detikers,"['foto', 'duh', 'kualitas', 'udara', 'jakarta', 'kemarin', 'mencapai', 'aqi', 'menjadikan', 'jakarta', 'kota', 'terpolusi', 'dunia', 'yuk', 'jaga', 'kesehatan', 'pakai', 'masker', 'ya', 'detikers']","['foto', 'duh', 'kualitas', 'udara', 'jakarta', 'kemarin', 'capai', 'aqi', 'jadi', 'jakarta', 'kota', 'polusi', 'dunia', 'yuk', 'jaga', 'sehat', 'pakai', 'masker', 'ya', 'detikers']",foto duh kualitas udara jakarta kemarin capai aqi jadi jakarta kota polusi dunia yuk jaga sehat pakai masker ya detikers
Pagi ini di Tangerang Utara kualitas udaranya sampai Sangat Tidak Sehat Cari tau kualitas udara di wilayah lainnya cuma di app nafas! ,pagi   tangerang utara kualitas udaranya sampai sangat tidak sehat cari tau kualitas udara  wilayah lainnya cuma  app nafas,"['pagi', 'tangerang', 'utara', 'kualitas', 'udaranya', 'sehat', 'cari', 'tau', 'kualitas', 'udara', 'wilayah', 'app', 'nafas']","['pagi', 'tangerang', 'utara', 'kualitas', 'udara', 'sehat', 'cari', 'tau', 'kualitas', 'udara', 'wilayah', 'app', 'nafas']",pagi tangerang utara kualitas udara sehat cari tau kualitas udara wilayah app nafas
Sabtu pagi niatnya mau olahraga Eh polusinya tinggi Hindari paparan polusi tinggi dengan rutin pantau kualitas udara pakai aplikasi nafas! ,sabtu pagi niatnya mau olahraga eh polusinya tinggi hindari paparan polusi tinggi dengan rutin pantau kualitas udara pakai aplikasi nafas,"['sabtu', 'pagi', 'niatnya', 'olahraga', 'eh', 'polusinya', 'hindari', 'paparan', 'polusi', 'rutin', 'pantau', 'kualitas', 'udara', 'pakai', 'aplikasi', 'nafas']","['sabtu', 'pagi', 'niat', 'olahraga', 'eh', 'polusi', 'hindar', 'papar', 'polusi', 'rutin', 'pantau', 'kualitas', 'udara', 'pakai', 'aplikasi', 'nafas']",sabtu pagi niat olahraga eh polusi hindar papar polusi rutin pantau kualitas udara pakai aplikasi nafas
Pemantau kualitas udara IQAir mencatat kualitas udara Jakarta pada Rabu (19/6) pagi menjadi yang terburuk ketiga di dunia. Pada pukul 05.00 WIB indeks kualitas udara di Jakarta berada di angka 177 dengan angka partikel halus (particulate matter/PM) 2.5 yang berarti masuk ,pemantau kualitas udara iqair mencatat kualitas udara jakarta pada rabu pagi menjadi  terburuk ketiga  dunia pada pukul wib indeks kualitas udara  jakarta berada  angka dengan angka partikel halus particulate matterpm  berarti masuk,"['pemantau', 'kualitas', 'udara', 'iqair', 'mencatat', 'kualitas', 'udara', 'jakarta', 'rabu', 'pagi', 'terburuk', 'ketiga', 'dunia', 'wib', 'indeks', 'kualitas', 'udara', 'jakarta', 'angka', 'angka', 'partikel', 'halus', 'particulate', 'matterpm', 'masuk']","['pantau', 'kualitas', 'udara', 'iqair', 'catat', 'kualitas', 'udara', 'jakarta', 'rabu', 'pagi', 'buruk', 'tiga', 'dunia', 'wib', 'indeks', 'kualitas', 'udara', 'jakarta', 'angka', 'angka', 'partikel', 'halus', 'particulate', 'matterpm', 'masuk']",pantau kualitas udara iqair catat kualitas udara jakarta rabu pagi buruk tiga dunia wib indeks kualitas udara jakarta angka angka partikel halus particulate matterpm masuk
Aku gak bosan bosannya liat vidio Raja Drone mantap .,aku gak bosan bosannya liat vidio raja drone mantap,"['gak', 'bosan', 'bosannya', 'liat', 'vidio', 'raja', 'drone', 'mantap']","['gak', 'bosan', 'bosan', 'liat', 'vidio', 'raja', 'drone', 'mantap']",gak bosan bosan liat vidio raja drone mantap
"Penghijauan diperbanyak, perairan dibersihkan, sampah dibuang pada tempatnya, sampah tdk boleh dibakar tp diolah. Lingkungan masyarakat dan alam hrs dipelihara, Pak Heru memang mantap!",penghijauan diperbanyak perairan dibersihkan sampah dibuang pada tempatnya sampah tdk boleh dibakar tp diolah lingkungan masyarakat  alam hrs dipelihara pak heru memang mantap,"['penghijauan', 'diperbanyak', 'perairan', 'dibersihkan', 'sampah', 'dibuang', 'tempatnya', 'sampah', 'tdk', 'dibakar', 'tp', 'diolah', 'lingkungan', 'masyarakat', 'alam', 'hrs', 'dipelihara', 'heru', 'mantap']","['hijau', 'banyak', 'air', 'bersih', 'sampah', 'buang', 'tempat', 'sampah', 'tdk', 'bakar', 'tp', 'olah', 'lingkung', 'masyarakat', 'alam', 'hrs', 'pelihara', 'heru', 'mantap']",hijau banyak air bersih sampah buang tempat sampah tdk bakar tp olah lingkung masyarakat alam hrs pelihara heru mantap
SULAWESI HADIR KAWAN....,sulawesi hadir kawan,"['sulawesi', 'hadir', 'kawan']","['sulawesi', 'hadir', 'kawan']",sulawesi hadir kawan
"Very beautiful and organized city, at least where you were! Greetings from Brazil ????????",very beautiful and organized city at least where you were greetings from brazil,"['very', 'beautiful', 'and', 'organized', 'city', 'at', 'least', 'where', 'you', 'were', 'greetings', 'from', 'brazil']","['very', 'beautiful', 'and', 'organized', 'city', 'at', 'least', 'where', 'you', 'were', 'greetings', 'from', 'brazil']",very beautiful and organized city at least where you were greetings from brazil
"betul,... hari ini jakarta terik cerah berawan, udara baik, saya lihat dari benyamin sueb kemayoran, beda banget dengan bulan november tahun lalu, penuh kabut asap",betul hari  jakarta terik cerah berawan udara baik saya lihat dari benyamin sueb kemayoran beda banget dengan bulan november tahun lalu penuh kabut asap,"['jakarta', 'terik', 'cerah', 'berawan', 'udara', 'lihat', 'benyamin', 'sueb', 'kemayoran', 'beda', 'banget', 'november', 'penuh', 'kabut', 'asap']","['jakarta', 'terik', 'cerah', 'awan', 'udara', 'lihat', 'benyamin', 'sueb', 'mayor', 'beda', 'banget', 'november', 'penuh', 'kabut', 'asap']",jakarta terik cerah awan udara lihat benyamin sueb mayor beda banget november penuh kabut asap
Bagus sekali Jakarta sekarang,bagus sekali jakarta sekarang,"['bagus', 'jakarta']","['bagus', 'jakarta']",bagus jakarta
"Kalau kwalitas udara bagus , ga ada berita nya  tuh , tapi kalau udara jelek ....uuh tiap hari berita menjelekksn pemerintah.....ini tahun politik.....yg sslah jadi benar , yg benar jadi salah…",kalau kwalitas udara bagus ga ada berita  tuh tapi kalau udara jelek uuh tiap hari berita menjelekksn pemerintahini tahun politikyg sslah jadi benar  benar jadi salah…,"['kwalitas', 'udara', 'bagus', 'ga', 'berita', 'tuh', 'udara', 'jelek', 'uuh', 'berita', 'menjelekksn', 'pemerintahini', 'politikyg', 'sslah', 'salah…']","['kwalitas', 'udara', 'bagus', 'ga', 'berita', 'tuh', 'udara', 'jelek', 'uuh', 'berita', 'menjelekksn', 'pemerintahini', 'politikyg', 'sslah', 'salah']",kwalitas udara bagus ga berita tuh udara jelek uuh berita menjelekksn pemerintahini politikyg sslah salah
"setelah diguyur hujan semoga makin dan terus membaik, biasanya gedung tinggi yg terlihat dari jauh bakal samar seperti tertutup kabut, tapi ini lumayan kelihatan jelas",setelah diguyur hujan semoga makin  terus membaik biasanya gedung tinggi  terlihat dari jauh bakal samar seperti tertutup kabut tapi  lumayan kelihatan jelas,"['diguyur', 'hujan', 'semoga', 'membaik', 'gedung', 'samar', 'tertutup', 'kabut', 'lumayan']","['guyur', 'hujan', 'moga', 'baik', 'gedung', 'samar', 'tutup', 'kabut', 'lumayan']",guyur hujan moga baik gedung samar tutup kabut lumayan
"Vlog tanpa ""drone"" sekalipun ciamik 
Sekedar saran, durasi bisa dipangkas bila saat2 berhenti di Trafic Light dan U-Turn dipotong..",vlog tanpa drone sekalipun ciamik sekedar saran durasi bisa dipangkas bila saat berhenti  trafic light  uturn dipotong,"['vlog', 'drone', 'ciamik', 'sekedar', 'saran', 'durasi', 'dipangkas', 'berhenti', 'trafic', 'light', 'uturn', 'dipotong']","['vlog', 'drone', 'ciamik', 'dar', 'saran', 'durasi', 'pangkas', 'henti', 'trafic', 'light', 'uturn', 'potong']",vlog drone ciamik dar saran durasi pangkas henti trafic light uturn potong
hutan kota memang jgn di tebang biar tidak ada polusi semoga smankin maju INDONESIA ku tercinta…,hutan kota memang jgn  tebang biar tidak ada polusi semoga smankin maju indonesia ku tercinta…,"['hutan', 'kota', 'jgn', 'tebang', 'biar', 'polusi', 'semoga', 'smankin', 'maju', 'indonesia', 'ku', 'tercinta…']","['hutan', 'kota', 'jgn', 'tebang', 'biar', 'polusi', 'moga', 'smankin', 'maju', 'indonesia', 'ku', 'cinta']",hutan kota jgn tebang biar polusi moga smankin maju indonesia ku cinta
"Gua di jakarta selatan,langit jakarta emang lagi bagus banget langitnya warna biru dan banyak angin mungkin karna kemarin seharian hujan mulu ",gua  jakarta selatanlangit jakarta emang lagi bagus banget langitnya warna biru  banyak angin mungkin karna kemarin seharian hujan mulu,"['gua', 'jakarta', 'selatanlangit', 'jakarta', 'emang', 'bagus', 'banget', 'langitnya', 'warna', 'biru', 'angin', 'karna', 'kemarin', 'seharian', 'hujan', 'mulu']","['gua', 'jakarta', 'selatanlangit', 'jakarta', 'emang', 'bagus', 'banget', 'langit', 'warna', 'biru', 'angin', 'karna', 'kemarin', 'hari', 'hujan', 'mulu']",gua jakarta selatanlangit jakarta emang bagus banget langit warna biru angin karna kemarin hari hujan mulu
Tempat kumuh nya juga donk,tempat kumuh  juga donk,"['kumuh', 'donk']","['kumuh', 'donk']",kumuh donk
"Jabodetabek habis diguyur hujan seharian, klo cerah besoknya langitnya biru...",jabodetabek habis diguyur hujan seharian klo cerah besoknya langitnya biru,"['jabodetabek', 'habis', 'diguyur', 'hujan', 'seharian', 'klo', 'cerah', 'besoknya', 'langitnya', 'biru']","['jabodetabek', 'habis', 'guyur', 'hujan', 'hari', 'klo', 'cerah', 'besok', 'langit', 'biru']",jabodetabek habis guyur hujan hari klo cerah besok langit biru
IKN jadi Jakarta setaraf kota bisnis Dunia dan semakin mendunia,ikn jadi jakarta setaraf kota bisnis dunia  semakin mendunia,"['ikn', 'jakarta', 'setaraf', 'kota', 'bisnis', 'dunia', 'mendunia']","['ikn', 'jakarta', 'taraf', 'kota', 'bisnis', 'dunia', 'dunia']",ikn jakarta taraf kota bisnis dunia dunia
"Coba aja semua sudut jkt di tata kya kawasan sudirman thamrin, pasti keren",coba aja semua sudut jkt  tata kya kawasan sudirman thamrin pasti keren,"['coba', 'aja', 'sudut', 'jkt', 'tata', 'kya', 'kawasan', 'sudirman', 'thamrin', 'keren']","['coba', 'aja', 'sudut', 'jkt', 'tata', 'kya', 'kawasan', 'sudirman', 'thamrin', 'keren']",coba aja sudut jkt tata kya kawasan sudirman thamrin keren
Siapa bisa mendustakan keindahan Jakarta yg tertampil di video ini?,siapa bisa mendustakan keindahan jakarta  tertampil  video,"['mendustakan', 'keindahan', 'jakarta', 'tertampil', 'video']","['dusta', 'indah', 'jakarta', 'tampil', 'video']",dusta indah jakarta tampil video
"Masyarakatnya masih kurang tertib, jalan sepeda dilewati oleh motor, padahal udah ada gambar dan warna batasan jalan",masyarakatnya masih kurang tertib jalan sepeda dilewati oleh motor padahal udah ada gambar  warna batasan jalan,"['masyarakatnya', 'tertib', 'jalan', 'sepeda', 'dilewati', 'motor', 'udah', 'gambar', 'warna', 'batasan', 'jalan']","['masyarakat', 'tertib', 'jalan', 'sepeda', 'lewat', 'motor', 'udah', 'gambar', 'warna', 'batas', 'jalan']",masyarakat tertib jalan sepeda lewat motor udah gambar warna batas jalan
Mbak naik Grab kagag pakai helm ,mbak naik grab kagag pakai helm,"['mbak', 'grab', 'kagag', 'pakai', 'helm']","['mbak', 'grab', 'kagag', 'pakai', 'helm']",mbak grab kagag pakai helm
Yuk pindah ke kendaraan listrik. Toh kalian hidup di jakarta gak kemana2. Rumah dan tempat kerja di jakarta. Jadi pake kendaraan listrik yang paling tepat,yuk pindah ke kendaraan listrik toh kalian hidup  jakarta gak kemana rumah  tempat kerja  jakarta jadi pake kendaraan listrik  paling tepat,"['yuk', 'pindah', 'kendaraan', 'listrik', 'hidup', 'jakarta', 'gak', 'kemana', 'rumah', 'kerja', 'jakarta', 'pake', 'kendaraan', 'listrik']","['yuk', 'pindah', 'kendara', 'listrik', 'hidup', 'jakarta', 'gak', 'mana', 'rumah', 'kerja', 'jakarta', 'pake', 'kendara', 'listrik']",yuk pindah kendara listrik hidup jakarta gak mana rumah kerja jakarta pake kendara listrik
"Sampah adalah .Salah Satu polosi udara Yang menyebabkan penyakit,Karena Bisa membuat masyarakat menjadi miskin",sampah adalah salah satu polosi udara  menyebabkan penyakitkarena bisa membuat masyarakat menjadi miskin,"['sampah', 'salah', 'polosi', 'udara', 'menyebabkan', 'penyakitkarena', 'masyarakat', 'miskin']","['sampah', 'salah', 'polos', 'udara', 'sebab', 'penyakitkarena', 'masyarakat', 'miskin']",sampah salah polos udara sebab penyakitkarena masyarakat miskin
Monorail itu apa kabar ya.,monorail itu apa kabar ya,"['monorail', 'kabar', 'ya']","['monorail', 'kabar', 'ya']",monorail kabar ya
"Saya, malah kangen raja drone keliling kota2 di Indonesia lagi selain jakarta. Jujur aja sebagai orang jakarta saya malah bosen lihat jakarta walaupun sebagus apapun. Ini gambarnya terlalu bagus. Bukan hina kota sendiri tapi ya ga sesuai ekspektasi aja sih. Di tunggu video kota lain nya bang",saya malah kangen raja drone keliling kota  indonesia lagi selain jakarta jujur aja sebagai orang jakarta saya malah bosen lihat jakarta walaupun sebagus apapun  gambarnya terlalu bagus bukan hina kota sendiri tapi ya ga sesuai ekspektasi aja sih  tunggu video kota lain  bang,"['kangen', 'raja', 'drone', 'keliling', 'kota', 'indonesia', 'jakarta', 'jujur', 'aja', 'orang', 'jakarta', 'bosen', 'lihat', 'jakarta', 'sebagus', 'apapun', 'gambarnya', 'bagus', 'hina', 'kota', 'ya', 'ga', 'sesuai', 'ekspektasi', 'aja', 'sih', 'tunggu', 'video', 'kota', 'bang']","['kangen', 'raja', 'drone', 'keliling', 'kota', 'indonesia', 'jakarta', 'jujur', 'aja', 'orang', 'jakarta', 'bosen', 'lihat', 'jakarta', 'bagus', 'apa', 'gambar', 'bagus', 'hina', 'kota', 'ya', 'ga', 'sesuai', 'ekspektasi', 'aja', 'sih', 'tunggu', 'video', 'kota', 'bang']",kangen raja drone keliling kota indonesia jakarta jujur aja orang jakarta bosen lihat jakarta bagus apa gambar bagus hina kota ya ga sesuai ekspektasi aja sih tunggu video kota bang
"Emang ngeri sih, org pada urbanisasi ke kota yg ada kena penyakit. 
Pemerintah harus tegas, ga usah setengah2 kalau mau membatasi transportasi pribadi, sampah, penggunaan plastik.
Padahal tokyo yg termasuk kota terpadat didunia bisa termasuk kota terbersih.

Pakai hukum apa kek, orang indonesia kan emang alot2. 
Mau apapun efeknya ke lingkungan ga dipikir, selama dirinya sendiri diuntungkan",emang ngeri sih org pada urbanisasi ke kota  ada kena penyakit pemerintah harus tegas ga usah setengah kalau mau membatasi transportasi pribadi sampah penggunaan plastik padahal tokyo  termasuk kota terpadat didunia bisa termasuk kota terbersih pakai hukum apa kek orang indonesia kan emang alot mau apapun efeknya ke lingkungan ga dipikir selama dirinya sendiri diuntungkan,"['emang', 'ngeri', 'sih', 'org', 'urbanisasi', 'kota', 'kena', 'penyakit', 'pemerintah', 'ga', 'membatasi', 'transportasi', 'pribadi', 'sampah', 'penggunaan', 'plastik', 'tokyo', 'kota', 'terpadat', 'didunia', 'kota', 'terbersih', 'pakai', 'hukum', 'kek', 'orang', 'indonesia', 'emang', 'alot', 'apapun', 'efeknya', 'lingkungan', 'ga', 'dipikir', 'diuntungkan']","['emang', 'ngeri', 'sih', 'org', 'urbanisasi', 'kota', 'kena', 'sakit', 'perintah', 'ga', 'batas', 'transportasi', 'pribadi', 'sampah', 'guna', 'plastik', 'tokyo', 'kota', 'padat', 'dunia', 'kota', 'bersih', 'pakai', 'hukum', 'kek', 'orang', 'indonesia', 'emang', 'alot', 'apa', 'efek', 'lingkung', 'ga', 'pikir', 'untung']",emang ngeri sih org urbanisasi kota kena sakit perintah ga batas transportasi pribadi sampah guna plastik tokyo kota padat dunia kota bersih pakai hukum kek orang indonesia emang alot apa efek lingkung ga pikir untung
